age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,age_group,Years_as_customer,vehicle_age,adjusted_csl,adjusted_deductible,adjusted_annual_premium,adjusted_additional_services,loss_amount,weekday,month,policy_bind_year
30.0,920554,2005-09-21,IN,500/1000,1000.0,1231.01,0,459562,Male,College,Adm-Clerical,Board-Games,Husband,0.0,-31700,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,SC,Riverwood,1824 5th Lane,19,3,No,1,2,Unknown,28440.0,3160.0,3160.0,22120.0,Dodge,Neon,2007,N,Adult,11,17,500/1000,1500,1231.01,[],27208.99,Sunday,February,2005
34.0,594783,2011-12-30,IL,250/500,500.0,1299.18,0,463271,Female,College,Tech-Support,Hiking,Wife,57100.0,0,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,Fire,OH,Springfield,7393 Washington St,7,1,Yes,2,1,Yes,45540.0,8280.0,8280.0,28980.0,Honda,Civic,1998,Y,Adult,9,26,500/1000,1500,1299.18,[],44240.82,Thursday,January,2011
34.0,725330,1996-07-21,IN,100/300,500.0,1469.75,0,458132,Female,JD,Sales,Reading,Not-In-Family,0.0,-57600,2015-01-16,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Arlington,1386 Britain St,0,1,Unknown,0,0,Yes,38700.0,7740.0,3870.0,27090.0,Volkswagen,Passat,2012,N,Adult,14,12,500/1000,1500,1469.75,[],37230.25,Friday,January,1996
39.0,607259,1996-04-08,OH,250/500,500.0,1390.72,0,448949,Male,Masters,Tech-Support,Paintball,Other-Relative,83900.0,-52100,2015-02-20,Parked Car,Unknown,Trivial Damage,None,SC,Northbrook,7928 Maple Ridge,6,1,Yes,2,1,Yes,5830.0,1060.0,530.0,4240.0,Nissan,Pathfinder,2011,N,Adult,18,13,500/1000,1500,1390.72,[],4439.28,Friday,February,1996
32.0,979336,2001-03-04,IL,500/1000,500.0,1694.09,7000000,603732,Female,Associate,Prof-Specialty,Cross-Fit,Husband,0.0,0,2015-01-30,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbend,1546 Cherokee Ave,0,1,Yes,0,2,Unknown,57240.0,4770.0,9540.0,42930.0,BMW,X6,1995,Y,Adult,7,29,500/1000,1500,1694.09,[],55545.91,Friday,January,2001
39.0,865201,2001-10-19,OH,100/300,2000.0,1140.15,0,608929,Male,High School,Armed-Forces,Exercise,Husband,0.0,-36800,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Riverwood,2003 2nd Hwy,9,3,Yes,0,3,No,46200.0,4200.0,8400.0,33600.0,Suburu,Legacy,2015,N,Adult,14,9,500/1000,1500,1140.15,[],45059.85,Monday,January,2001
32.0,140977,2006-08-18,IN,100/300,1000.0,1310.71,0,469875,Female,Masters,Farming-Fishing,Kayaking,Wife,29300.0,0,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,9418 5th Hwy,23,1,Yes,0,1,No,57700.0,5770.0,5770.0,46160.0,Toyota,Camry,2003,N,Adult,10,21,500/1000,1500,1310.71,[],56389.29,Wednesday,February,2006
48.0,787351,2013-04-28,IL,250/500,2000.0,1730.49,7000000,443342,Male,College,Transport-Moving,Hiking,Not-In-Family,46300.0,-41700,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,8770 1st Lane,13,3,No,2,0,No,56160.0,4680.0,9360.0,42120.0,Saab,95,1995,N,Adult,26,29,500/1000,1500,1730.49,[],54429.51,Saturday,January,2013
47.0,272330,2009-11-29,IN,250/500,500.0,1616.65,7000000,456363,Male,MD,Adm-Clerical,Movies,Unmarried,0.0,-59500,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,1087 Flute Drive,0,3,Unknown,0,3,Yes,44400.0,5550.0,5550.0,33300.0,Jeep,Grand Cherokee,1999,N,Adult,24,25,500/1000,1500,1616.65,[],42783.35,Friday,January,2009
56.0,728025,1990-02-15,IN,100/300,500.0,1935.85,4000000,470826,Male,Masters,Machine-Op-Inspct,Reading,Own-Child,49500.0,-81100,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Hillsdale,2217 Tree Lane,7,1,Unknown,2,3,Unknown,92730.0,16860.0,8430.0,67440.0,Mercedes,E400,2004,Y,Senior,35,20,750/1500,2000,1548.68,['rental car coverage'],90794.15,Monday,January,1990
33.0,804608,2002-04-12,OH,250/500,1000.0,855.14,0,458582,Female,PhD,Craft-Repair,Paintball,Not-In-Family,37900.0,0,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NC,Northbrook,6741 Oak Ridge,23,1,Yes,0,1,Yes,30700.0,3070.0,6140.0,21490.0,Toyota,Corolla,2015,N,Adult,11,9,500/1000,1500,855.14,[],29844.86,Sunday,January,2002
24.0,718829,1999-02-21,OH,250/500,2000.0,1568.47,4000000,454480,Female,High School,Armed-Forces,Yachting,Unmarried,46800.0,0,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,No,2,0,Unknown,56600.0,11320.0,5660.0,39620.0,Toyota,Camry,1999,N,Young Adult,3,25,250/500,1000,1882.164,['roadside assistance'],55031.53,Monday,February,1999
24.0,482404,2011-06-18,IN,500/1000,2000.0,1550.53,0,435632,Female,MD,Armed-Forces,Dancing,Own-Child,0.0,-27700,2015-02-01,Parked Car,Unknown,Trivial Damage,None,VA,Hillsdale,4390 4th Drive,20,1,Yes,0,1,Unknown,3960.0,660.0,660.0,2640.0,Audi,A3,1998,N,Young Adult,2,26,250/500,1000,1860.636,['roadside assistance'],2409.4700000000003,Sunday,February,2011
30.0,331170,1995-03-26,IL,250/500,2000.0,1370.92,0,442206,Male,College,Transport-Moving,Video-Games,Unmarried,48900.0,0,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,1437 3rd Lane,22,1,Yes,0,3,Unknown,34800.0,3480.0,6960.0,24360.0,Accura,MDX,1999,N,Adult,7,25,500/1000,1500,1370.92,[],33429.08,Saturday,February,1995
36.0,753056,1991-05-03,IN,250/500,500.0,1363.59,0,468303,Female,JD,Armed-Forces,Kayaking,Not-In-Family,43200.0,0,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,1186 Rock St,10,3,Unknown,2,0,Yes,79500.0,7950.0,7950.0,63600.0,Chevrolet,Tahoe,2000,N,Adult,11,24,500/1000,1500,1363.59,[],78136.41,Sunday,February,1991
34.0,910365,2001-12-19,IN,250/500,1000.0,828.42,3000000,467762,Female,College,Prof-Specialty,Basketball,Other-Relative,0.0,0,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Arlington,4394 Oak St,10,1,Unknown,2,2,No,56000.0,5600.0,5600.0,44800.0,Chevrolet,Malibu,2009,N,Adult,16,15,500/1000,1500,828.42,[],55171.58,Thursday,January,2001
29.0,379268,2012-08-05,IN,250/500,500.0,1209.63,0,447188,Female,Masters,Machine-Op-Inspct,Chess,Not-In-Family,64800.0,-44200,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,8368 Cherokee Ave,17,1,Yes,1,0,Yes,73260.0,16280.0,0.0,56980.0,Volkswagen,Jetta,2014,Y,Young Adult,10,10,250/500,1000,1451.556,['roadside assistance'],72050.37,Wednesday,January,2012
46.0,362843,2004-08-09,OH,250/500,2000.0,1111.17,0,469438,Male,MD,Craft-Repair,Base-Jumping,Unmarried,35000.0,0,2015-02-03,Parked Car,Unknown,Trivial Damage,None,WV,Arlington,4905 Best Lane,3,1,Yes,2,3,Yes,4950.0,900.0,450.0,3600.0,Toyota,Camry,1995,N,Adult,22,29,500/1000,1500,1111.17,[],3838.83,Tuesday,February,2004
42.0,135400,2014-01-20,IN,500/1000,500.0,989.97,0,462519,Male,Masters,Machine-Op-Inspct,Kayaking,Own-Child,32500.0,0,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Hillsdale,3618 Sky Ave,10,1,No,0,1,No,48000.0,4800.0,9600.0,33600.0,Saab,95,2013,N,Adult,24,11,500/1000,1500,989.97,[],47010.03,Tuesday,January,2014
37.0,798579,2011-12-19,IN,250/500,1000.0,1114.23,0,432534,Male,College,Prof-Specialty,Dancing,Wife,0.0,0,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5459 MLK Ave,1,1,Yes,0,1,Yes,52200.0,10440.0,5220.0,36540.0,Nissan,Pathfinder,2005,N,Adult,3,19,500/1000,1500,1114.23,[],51085.77,Thursday,January,2011
38.0,250833,2008-07-28,IN,250/500,2000.0,1347.31,0,436467,Female,JD,Protective-Serv,Dancing,Unmarried,80900.0,-111100,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1371 Texas Lane,1,3,No,2,3,Unknown,73800.0,12300.0,12300.0,49200.0,Audi,A3,1995,N,Adult,15,29,500/1000,1500,1347.31,[],72452.69,Monday,February,2008
34.0,824116,1998-05-05,IL,250/500,2000.0,1687.53,0,465674,Female,JD,Protective-Serv,Base-Jumping,Other-Relative,0.0,-69600,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Northbend,2654 Embaracadero St,7,1,Unknown,1,2,No,78200.0,15640.0,7820.0,54740.0,Audi,A3,2009,N,Adult,11,15,500/1000,1500,1687.53,[],76512.47,Friday,January,1998
33.0,322613,1995-04-16,IN,250/500,1000.0,1183.48,0,442389,Male,Associate,Other-Service,Bungie-Jumping,Husband,0.0,0,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Northbend,2123 Texas Ave,19,1,Unknown,2,3,No,55200.0,13800.0,9200.0,32200.0,Saab,93,2015,Y,Adult,9,9,500/1000,1500,1183.48,[],54016.52,Monday,January,1995
43.0,871305,1992-02-14,IL,500/1000,2000.0,1537.13,0,471614,Female,PhD,Handlers-Cleaners,Kayaking,Own-Child,0.0,-58300,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Northbend,4538 Flute Hwy,3,3,No,0,2,Yes,57060.0,6340.0,6340.0,44380.0,Ford,Fusion,2012,N,Adult,21,12,500/1000,1500,1537.13,[],55522.87,Friday,January,1992
30.0,488037,2007-07-11,OH,250/500,1000.0,1173.25,0,442936,Female,Masters,Protective-Serv,Dancing,Husband,0.0,-34700,2015-02-25,Vehicle Theft,Unknown,Minor Damage,None,WV,Arlington,4434 Weaver St,3,1,No,0,3,Yes,4680.0,520.0,520.0,3640.0,Chevrolet,Malibu,2013,N,Adult,9,11,500/1000,1500,1173.25,[],3506.75,Wednesday,February,2007
56.0,485813,2010-04-07,IN,250/500,1000.0,1361.16,4000000,437944,Female,Masters,Transport-Moving,Cross-Fit,Not-In-Family,0.0,-63700,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,23,1,No,2,0,Yes,53100.0,5310.0,5310.0,42480.0,Accura,MDX,2005,Y,Senior,33,19,750/1500,2000,1088.928,['rental car coverage'],51738.84,Thursday,January,2010
48.0,886473,1991-03-10,OH,500/1000,2000.0,1422.56,7000000,473705,Female,MD,Prof-Specialty,Video-Games,Husband,26900.0,-55300,2015-02-09,Vehicle Theft,Unknown,Minor Damage,None,WV,Springfield,2809 Francis Lane,7,1,Unknown,1,2,No,3520.0,640.0,320.0,2560.0,Accura,MDX,2013,N,Adult,23,11,500/1000,1500,1422.56,[],2097.44,Monday,February,1991
25.0,907113,1996-01-20,IL,500/1000,2000.0,1143.06,0,469363,Female,Masters,Tech-Support,Dancing,Own-Child,63100.0,-54100,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,VA,Riverwood,7281 Oak St,0,3,No,0,1,Yes,72900.0,14580.0,14580.0,43740.0,Nissan,Maxima,2010,N,Young Adult,4,14,250/500,1000,1371.6719999999998,['roadside assistance'],71756.94,Friday,January,1996
38.0,833321,2010-03-01,IN,250/500,500.0,1405.71,0,465376,Female,PhD,Craft-Repair,Camping,Unmarried,0.0,0,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Arlington,9878 Washington Ave,10,1,Unknown,0,1,No,70700.0,7070.0,14140.0,49490.0,Volkswagen,Passat,2008,N,Adult,17,16,500/1000,1500,1405.71,[],69294.29,Sunday,February,2010
30.0,521592,2014-06-15,IL,100/300,500.0,1354.2,0,438775,Female,College,Adm-Clerical,Bungie-Jumping,Wife,100500.0,0,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2537 5th Ave,4,4,Unknown,0,0,Unknown,60170.0,5470.0,10940.0,43760.0,Nissan,Pathfinder,2006,N,Adult,11,18,500/1000,1500,1354.2,[],58815.8,Tuesday,February,2014
42.0,254837,2004-11-25,IN,100/300,500.0,1055.6,0,457962,Male,High School,Exec-Managerial,Paintball,Husband,69500.0,-40700,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Columbus,8493 Apache Drive,16,1,Unknown,1,1,Unknown,74800.0,13600.0,6800.0,54400.0,Ford,Fusion,2009,Y,Adult,20,15,500/1000,1500,1055.6,[],73744.4,Saturday,January,2004
41.0,634499,2000-08-26,IL,250/500,1000.0,999.43,0,477947,Male,College,Prof-Specialty,Paintball,Wife,25800.0,0,2015-01-01,Vehicle Theft,Unknown,Trivial Damage,Police,WV,Northbend,2878 Britain Hwy,3,1,Yes,2,0,Unknown,4100.0,820.0,410.0,2870.0,Chevrolet,Malibu,2009,N,Adult,23,15,500/1000,1500,999.43,[],3100.57,Thursday,January,2000
47.0,574707,2005-08-23,IN,250/500,2000.0,1155.97,0,431104,Male,High School,Prof-Specialty,Camping,Husband,0.0,0,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,Other,SC,Columbus,2862 Tree Ridge,5,1,Yes,0,3,Unknown,61490.0,5590.0,11180.0,44720.0,Dodge,RAM,2009,N,Adult,29,15,500/1000,1500,1155.97,[],60334.03,Monday,February,2005
29.0,476839,1990-08-09,IL,250/500,1000.0,1726.91,0,456570,Male,High School,Other-Service,Basketball,Own-Child,0.0,0,2015-01-28,Vehicle Theft,Unknown,Trivial Damage,None,VA,Hillsdale,4453 Best Ave,14,1,Unknown,0,0,Unknown,7200.0,720.0,1440.0,5040.0,Audi,A5,1999,N,Young Adult,5,25,250/500,1000,2072.292,['roadside assistance'],5473.09,Wednesday,January,1990
34.0,149601,2003-03-28,IN,500/1000,500.0,1232.57,0,612986,Female,PhD,Machine-Op-Inspct,Polo,Not-In-Family,59500.0,0,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Arlington,5191 4th St,7,3,Unknown,0,0,Unknown,45100.0,8200.0,4100.0,32800.0,Nissan,Pathfinder,2011,N,Adult,15,13,500/1000,1500,1232.57,[],43867.43,Sunday,February,2003
53.0,630683,2007-10-23,OH,250/500,500.0,1078.65,0,615730,Male,JD,Craft-Repair,Camping,Not-In-Family,36800.0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Northbend,1364 Best St,16,1,Unknown,2,3,Yes,66660.0,12120.0,6060.0,48480.0,Honda,Civic,2006,N,Senior,32,18,750/1500,2000,862.9200000000001,['rental car coverage'],65581.35,Saturday,January,2007
41.0,500639,1996-06-27,OH,500/1000,1000.0,1324.78,0,478640,Female,PhD,Prof-Specialty,Basketball,Not-In-Family,0.0,-64500,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,8946 2nd Drive,6,1,No,2,2,Yes,76400.0,15280.0,7640.0,53480.0,Volkswagen,Jetta,1997,Y,Adult,16,27,500/1000,1500,1324.78,[],75075.22,Saturday,January,1996
37.0,352120,1994-12-11,IN,250/500,500.0,1518.54,0,470510,Female,MD,Craft-Repair,Kayaking,Not-In-Family,0.0,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,PA,Riverwood,3726 MLK Hwy,10,1,Yes,1,1,No,58300.0,10600.0,10600.0,37100.0,Ford,F150,2001,N,Adult,13,23,500/1000,1500,1518.54,[],56781.46,Sunday,January,1994
49.0,569245,1995-12-05,IL,100/300,2000.0,1239.06,0,439360,Female,JD,Transport-Moving,Skydiving,Husband,34900.0,0,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,Police,SC,Riverwood,2820 Britain St,19,1,Unknown,1,1,Unknown,57310.0,5210.0,10420.0,41680.0,Volkswagen,Passat,2002,N,Adult,24,22,500/1000,1500,1239.06,[],56070.94,Saturday,January,1995
32.0,907012,1996-12-15,OH,500/1000,2000.0,1246.68,0,440251,Female,PhD,Priv-House-Serv,Movies,Own-Child,0.0,0,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,2646 MLK Drive,10,1,Unknown,0,1,Unknown,53100.0,5900.0,5900.0,41300.0,Suburu,Impreza,2006,N,Adult,14,18,500/1000,1500,1246.68,[],51853.32,Wednesday,January,1996
24.0,700074,2011-06-06,OH,250/500,1000.0,1622.67,0,600313,Female,MD,Priv-House-Serv,Paintball,Husband,0.0,0,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Riverwood,6256 Elm St,6,3,No,1,1,Unknown,74700.0,14940.0,7470.0,52290.0,Suburu,Forrestor,1997,N,Young Adult,6,27,250/500,1000,1947.204,['roadside assistance'],73077.33,Wednesday,February,2011
28.0,866805,1995-12-13,OH,250/500,500.0,1082.36,0,452216,Female,Associate,Prof-Specialty,Golf,Own-Child,0.0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Riverwood,9724 Maple St,12,3,No,2,2,No,60500.0,12100.0,6050.0,42350.0,Audi,A5,1995,N,Young Adult,8,29,250/500,1000,1298.8319999999999,['roadside assistance'],59417.64,Saturday,January,1995
26.0,951863,1997-10-28,OH,250/500,1000.0,1270.55,0,478532,Male,Masters,Protective-Serv,Chess,Unmarried,0.0,-72100,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,Other,NC,Riverwood,7397 4th Drive,10,3,Yes,2,3,No,84920.0,7720.0,15440.0,61760.0,Jeep,Wrangler,2006,Y,Young Adult,8,18,250/500,1000,1524.6599999999999,['roadside assistance'],83649.45,Tuesday,January,1997
36.0,211578,1996-01-04,IL,500/1000,1000.0,1236.32,5000000,616929,Female,MD,Adm-Clerical,Hiking,Own-Child,55100.0,0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,Northbrook,3488 Flute Lane,0,1,No,2,0,No,61050.0,5550.0,11100.0,44400.0,Dodge,Neon,2009,N,Adult,12,15,500/1000,1500,1236.32,[],59813.68,Saturday,January,1996
26.0,357394,2008-05-09,IL,250/500,2000.0,785.82,0,620207,Male,JD,Exec-Managerial,Movies,Other-Relative,49700.0,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Hillsdale,9082 3rd Lane,12,3,Yes,2,0,Unknown,69080.0,12560.0,6280.0,50240.0,Audi,A5,2009,Y,Young Adult,6,15,250/500,1000,942.984,['roadside assistance'],68294.18,Wednesday,January,2008
46.0,863749,2009-12-05,IN,250/500,500.0,1265.84,0,605743,Female,JD,Prof-Specialty,Paintball,Own-Child,52200.0,-44500,2015-01-16,Vehicle Theft,Unknown,Minor Damage,None,VA,Arlington,1941 5th Ridge,10,1,Yes,1,3,Yes,4560.0,760.0,380.0,3420.0,Nissan,Pathfinder,2007,N,Adult,24,17,500/1000,1500,1265.84,[],3294.16,Friday,January,2009
28.0,596914,1992-01-05,IN,250/500,500.0,1508.9,0,472814,Female,JD,Machine-Op-Inspct,Skydiving,Other-Relative,0.0,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Northbend,5333 MLK Lane,3,4,No,0,1,Unknown,67800.0,11300.0,11300.0,45200.0,Ford,F150,2011,N,Young Adult,10,13,250/500,1000,1810.68,['roadside assistance'],66291.1,Thursday,January,1992
32.0,684653,1997-11-15,OH,250/500,2000.0,1106.84,0,464362,Male,PhD,Other-Service,Reading,Wife,43100.0,-31900,2015-01-07,Vehicle Theft,Unknown,Minor Damage,Police,SC,Riverwood,4577 Sky Hwy,21,1,Yes,1,1,Yes,5600.0,1120.0,560.0,3920.0,Suburu,Legacy,2005,N,Adult,11,19,500/1000,1500,1106.84,[],4493.16,Wednesday,January,1997
55.0,528259,2012-12-22,IN,500/1000,2000.0,1389.13,7000000,456203,Male,JD,Other-Service,Basketball,Wife,0.0,-53200,2015-02-17,Vehicle Theft,Unknown,Minor Damage,None,NC,Northbrook,4814 Lincoln Lane,6,1,Unknown,0,2,Unknown,9000.0,900.0,1800.0,6300.0,Mercedes,ML350,2015,N,Senior,30,9,750/1500,2000,1111.304,['rental car coverage'],7610.87,Tuesday,February,2012
43.0,797636,1992-05-19,IN,100/300,1000.0,974.84,0,468984,Female,JD,Transport-Moving,Kayaking,Other-Relative,52100.0,0,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Northbend,2381 1st Hwy,0,1,No,0,1,Yes,85320.0,21330.0,7110.0,56880.0,Nissan,Pathfinder,2006,N,Adult,21,18,500/1000,1500,974.84,[],84345.16,Thursday,February,1992
24.0,326180,2002-05-25,IL,100/300,2000.0,1304.46,0,473349,Female,PhD,Machine-Op-Inspct,Golf,Other-Relative,51700.0,-33300,2015-01-31,Vehicle Theft,Unknown,Trivial Damage,None,NC,Arlington,6939 3rd Hwy,6,1,No,0,3,Yes,5940.0,540.0,1080.0,4320.0,Audi,A5,2001,Y,Young Adult,0,23,250/500,1000,1565.352,['roadside assistance'],4635.54,Saturday,January,2002
34.0,620075,2010-04-21,OH,250/500,500.0,1257.36,0,474771,Female,PhD,Armed-Forces,Movies,Husband,0.0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Arlington,5269 Flute Hwy,20,3,Yes,1,1,Unknown,51370.0,9340.0,4670.0,37360.0,BMW,M5,2000,Y,Adult,15,24,500/1000,1500,1257.36,[],50112.64,Friday,February,2010
43.0,965187,1990-03-26,OH,250/500,500.0,1257.04,0,448294,Male,Associate,Protective-Serv,Reading,Own-Child,0.0,-48800,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbrook,7197 2nd Drive,4,1,No,2,2,Yes,51600.0,10320.0,5160.0,36120.0,Dodge,Neon,2011,N,Adult,19,13,500/1000,1500,1257.04,[],50342.96,Sunday,March,1990
44.0,516182,2007-05-12,OH,100/300,2000.0,719.52,0,606606,Female,High School,Farming-Fishing,Golf,Own-Child,45800.0,0,2015-02-13,Parked Car,Unknown,Trivial Damage,None,SC,Arlington,1741 Best Ridge,9,1,No,0,3,Unknown,5400.0,600.0,600.0,4200.0,Chevrolet,Malibu,1998,N,Adult,21,26,500/1000,1500,719.52,[],4680.48,Friday,February,2007
39.0,728839,2001-01-02,OH,500/1000,2000.0,1524.18,0,605220,Male,JD,Craft-Repair,Reading,Unmarried,0.0,0,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbrook,9148 4th Hwy,20,3,Unknown,1,0,Yes,48870.0,5430.0,5430.0,38010.0,Saab,95,1999,N,Adult,19,25,500/1000,1500,1524.18,[],47345.82,Thursday,January,2001
44.0,771509,2006-08-10,IN,500/1000,500.0,1395.58,0,466612,Female,JD,Tech-Support,Reading,Husband,0.0,0,2015-02-05,Vehicle Theft,Unknown,Minor Damage,Police,WV,Springfield,4279 Solo Drive,7,1,No,2,1,Unknown,5590.0,860.0,860.0,3870.0,BMW,X5,2000,N,Adult,22,24,500/1000,1500,1395.58,[],4194.42,Thursday,February,2006
48.0,264221,2014-07-28,IL,500/1000,1000.0,1243.68,0,463331,Male,Masters,Protective-Serv,Camping,Wife,0.0,-71400,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,Other,NY,Springfield,9177 Texas Ave,18,3,Unknown,0,2,Unknown,54960.0,6870.0,0.0,48090.0,Toyota,Corolla,2002,Y,Adult,24,22,500/1000,1500,1243.68,[],53716.32,Friday,February,2014
47.0,602704,2011-09-27,OH,500/1000,1000.0,1189.04,0,457843,Female,Associate,Prof-Specialty,Video-Games,Own-Child,59600.0,0,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbrook,5969 Francis St,0,3,No,1,3,Unknown,39800.0,7960.0,3980.0,27860.0,Jeep,Wrangler,2014,N,Adult,22,10,500/1000,1500,1189.04,[],38610.96,Saturday,January,2011
37.0,672416,2013-04-20,IN,500/1000,2000.0,1375.29,0,609226,Female,Masters,Armed-Forces,Chess,Own-Child,0.0,0,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Columbus,9942 Tree Ave,11,3,Unknown,0,1,Unknown,56160.0,6240.0,6240.0,43680.0,Ford,Fusion,2015,Y,Adult,12,9,500/1000,1500,1375.29,[],54784.71,Saturday,January,2013
42.0,545506,1991-03-20,IN,100/300,500.0,1389.13,0,452942,Male,Associate,Priv-House-Serv,Golf,Not-In-Family,63100.0,-79400,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Hillsdale,5474 Weaver Hwy,13,1,No,0,3,Unknown,52700.0,5270.0,10540.0,36890.0,Toyota,Corolla,2005,N,Adult,23,19,500/1000,1500,1389.13,[],51310.87,Friday,January,1991
43.0,777533,2002-12-21,OH,500/1000,1000.0,1387.51,0,609390,Female,Associate,Sales,Base-Jumping,Not-In-Family,0.0,0,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,1102 Apache Hwy,19,3,Yes,1,3,Unknown,68580.0,7620.0,7620.0,53340.0,Jeep,Wrangler,2010,N,Adult,24,14,500/1000,1500,1387.51,[],67192.49,Sunday,January,2002
60.0,953334,2005-12-03,IN,100/300,1000.0,1178.61,7000000,446608,Male,MD,Craft-Repair,Board-Games,Own-Child,0.0,-54400,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Springfield,9214 Texas Drive,23,1,Yes,1,2,Yes,90860.0,12980.0,19470.0,58410.0,Volkswagen,Jetta,2004,Y,Senior,35,20,750/1500,2000,942.8879999999999,['rental car coverage'],89681.39,Friday,February,2005
53.0,369781,2011-05-25,IL,250/500,2000.0,1166.62,6000000,602500,Male,Associate,Priv-House-Serv,Bungie-Jumping,Wife,0.0,0,2015-02-24,Parked Car,Unknown,Trivial Damage,Police,NC,Northbend,8991 Texas Hwy,23,1,No,0,3,No,5700.0,570.0,570.0,4560.0,Saab,93,2001,N,Senior,31,23,750/1500,2000,933.2959999999999,['rental car coverage'],4533.38,Tuesday,February,2011
21.0,990998,2006-10-18,IN,100/300,1000.0,1556.31,0,463809,Male,Associate,Prof-Specialty,Golf,Not-In-Family,0.0,-75000,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,9580 MLK Ave,19,3,Yes,2,0,Yes,94930.0,8630.0,8630.0,77670.0,Accura,RSX,2014,N,Young Adult,1,10,250/500,1000,1867.572,['roadside assistance'],93373.69,Monday,January,2006
